Date,Time,"Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","GPU Utilization [%]","GPU Memory Usage [MB]","Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Utility [%]","Core 1 Utility [%]","Core 2 Utility [%]","Core 3 Utility [%]","Total CPU Utility [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Package C6 Residency [%]","Core 0 C0 Residency [%]","Core 1 C0 Residency [%]","Core 2 C0 Residency [%]","Core 3 C0 Residency [%]","Core 0 C1 Residency [%]","Core 1 C1 Residency [%]","Core 2 C1 Residency [%]","Core 3 C1 Residency [%]","Core 0 C6 Residency [%]","Core 1 C6 Residency [%]","Core 2 C6 Residency [%]","Core 3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [°C]","CPU SOC [°C]","APU GFX [°C]","Core0 [°C]","Core1 [°C]","Core2 [°C]","Core3 [°C]","L3 Cache [°C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","CPU Core Current (SVI2 TFN) [A]","SoC Current (SVI2 TFN) [A]","CPU TDC [A]","CPU Package Power [W]","Core 0 Power [W]","Core 1 Power [W]","Core 2 Power [W]","Core 3 Power [W]","CPU Core Power (SVI2 TFN) [W]","CPU SoC Power (SVI2 TFN) [W]","Core+SoC Power (SVI2 TFN) [W]","Infinity Fabric Clock (FCLK) [MHz]","Memory Controller Clock (UCLK) [MHz]","CPU TDC Limit [%]","Thermal Throttling (HTC) [Yes/No]","Thermal Throttling (PROCHOT CPU) [Yes/No]","Thermal Throttling (PROCHOT EXT) [Yes/No]","Motherboard [°C]","CPU [°C]","VRM [°C]","AUXTIN2 [°C]","CPU (PECI) [°C]","Vcore [V]","VIN1 [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","VDDCR_SOC [V]","DRAM [V]","3VSB [V]","VBAT [V]","VIN5 [V]","VIN6 [V]","+5V [V]","VIN3 [V]","VIN7 [V]","CPU1 [RPM]","Chassis1 [RPM]","Chassis2 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total NAND Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Memory Temperature [°C]","GPU VR VDDC Temperature [°C]","GPU VR MVDD Temperature [°C]","GPU Liquid Temperature [°C]","GPU PLX Temperature [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan (ODN) [RPM]","GPU Core Current (VDDCR_GFX) [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Video Encode 2 Usage [%]","GPU Video Encode 3 Usage [%]","GPU Video Encode 4 Usage [%]","GPU Computing (High Priority Compute) Usage [%]","GPU Computing (Compute 3) Usage [%]","GPU Computing (Compute 0) Usage [%]","GPU Computing (Compute 1) Usage [%]","GPU Fan PWM [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Errors []","Framerate Presented (avg) [FPS]","Framerate Presented (99%) [FPS]","Framerate Presented (1%) [FPS]","Framerate Presented (0.1%) [FPS]","Framerate Presented (1% low) [FPS]","Framerate Presented (0.1% low) [FPS]","Framerate Displayed (avg) [FPS]","Framerate Displayed (99%) [FPS]","Framerate Displayed (1%) [FPS]","Framerate Displayed (0.1%) [FPS]","Framerate Displayed (1% low) [FPS]","Framerate Displayed (0.1% low) [FPS]","Frame Time Presented (avg) [ms]","Frame Time Presented (99%) [ms]","Frame Time Presented (1%) [ms]","Frame Time Presented (0.1%) [ms]","Frame Time Displayed (1% high) [ms]","Frame Time Displayed (0.1% high) [ms]","GPU Busy (avg) [ms]","GPU Wait (avg) [ms]","CPU Busy (avg) [ms]","CPU Wait (avg) [ms]","Animation Error (avg) [ms]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","APU STAPM [W]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]",
7.6.2026,23:18:1.305,11421,4892,70.0,93.5,85.5,81.5,79.8,93.5,85.1,99.0,4468,21713,12008,64.3,2.2,1.319,1.337,1.350,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3349.1,2577.5,2432.4,2412.9,2693.0,90.0,73.6,69.3,69.0,75.5,36.2,29.0,29.0,29.0,0.0,92.7,90.7,88.9,88.0,7.3,9.3,11.1,12.0,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.1,50.6,59.6,58.7,57.3,56.6,56.5,1.340,1.088,1.363,15.967,9.117,16.065,15.422,5.988,2.352,2.274,2.239,21.384,9.914,31.298,1197.8,1197.8,24.7,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.038,1.096,1.208,3.440,3.264,0.936,1.080,5.088,0.336,1.840,1588,903,1125,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.2,0.2,0.000,0.207,66837,69866,2.0,0.0,2.0,1.581,0.000,64377,1013,60,60.0,60.0,60.0,60.0,60.0,1.125,3087,147.000,165.375,95.086,1450.0,1750.0,70.1,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4105,553,8.0,0,60.1,131.8,38.2,35.4,35.1,35.1,38.5,60.1,29.9,29.9,29.9,29.9,16.71,26.25,9.42,7.63,28.50,28.50,1.94,11.07,15.35,1.36,3.79,1428,19,166.0,1.4,0,35.563,45.7,45.9,54.7,
7.6.2026,23:18:3.295,11435,4878,70.0,93.8,93.8,86.8,85.3,93.8,89.9,98.0,4466,21716,12005,64.3,2.2,1.300,1.344,1.350,1.356,3618.5,3618.5,2894.8,2894.8,99.8,3307.0,2734.2,2537.3,2518.1,2774.1,87.6,77.9,72.4,71.9,77.5,36.2,36.2,29.0,29.0,0.0,92.6,90.7,87.5,88.6,7.4,9.3,12.5,11.4,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.0,50.5,59.4,58.7,57.1,56.6,56.4,1.340,1.088,1.369,15.940,9.117,16.238,15.574,5.763,2.443,2.330,2.326,21.343,9.915,31.258,1197.8,1197.8,25.0,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1586,901,1124,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.0,0.0,0.000,0.007,66837,69866,4.0,0.0,4.0,0.891,0.000,64379,1013,60,60.0,60.0,60.0,60.0,60.0,1.169,3161,147.000,171.806,98.250,1450.0,1750.0,69.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4103,553,8.0,0,60.0,97.0,42.1,41.1,40.9,40.9,39.6,60.1,29.9,29.9,29.9,29.9,16.72,23.73,10.10,10.02,24.42,24.42,1.99,11.19,15.51,1.21,3.20,1428,19,0.0,0.0,0,35.554,45.6,46.0,54.7,
7.6.2026,23:18:5.305,11426,4887,70.0,89.9,82.2,82.9,81.4,89.9,84.1,100.0,4466,21715,12006,64.3,2.2,1.337,1.337,1.363,1.350,3618.5,2894.8,2894.8,2894.8,99.8,3368.4,2700.4,2489.6,2493.5,2763.0,89.4,77.0,71.1,71.1,77.2,36.2,29.0,29.0,29.0,0.0,94.2,91.9,90.2,90.0,5.8,8.1,9.8,10.0,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.1,50.5,59.8,58.9,57.3,56.7,56.6,1.340,1.088,1.369,16.130,9.118,16.145,15.481,6.018,2.424,2.296,2.300,21.600,9.916,31.515,1197.8,1197.8,24.8,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1588,884,1127,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.5,0.5,0.000,0.215,66837,69866,3.9,0.0,3.9,1.489,0.000,64382,1013,60,60.0,60.0,60.0,60.0,60.0,1.150,3159,186.047,213.954,103.402,1450.0,1750.0,70.7,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4103,553,8.0,0,60.2,104.5,43.6,42.9,42.8,42.8,38.9,60.1,29.9,29.9,29.9,29.9,16.60,22.97,10.77,10.52,23.40,23.40,2.06,12.23,15.59,1.02,3.17,1428,19,0.3,2.0,0,35.539,46.0,46.0,54.7,
7.6.2026,23:18:7.306,11431,4882,70.0,94.5,90.6,81.2,83.6,94.5,87.5,100.0,4466,21722,11999,64.4,2.2,1.350,1.344,1.356,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3422.9,2567.5,2476.4,2485.5,2738.1,93.1,73.1,70.8,70.8,77.0,36.2,29.0,29.0,29.0,0.0,94.4,91.7,90.3,89.6,5.6,8.3,9.7,10.4,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.2,50.6,60.1,58.6,57.4,56.6,56.6,1.340,1.088,1.369,16.101,9.118,16.065,15.471,6.241,2.338,2.287,2.304,21.563,9.916,31.478,1197.8,1197.8,24.7,No,No,No,39.0,60.1,29.0,22.0,40.0,1.360,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1586,906,1129,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.1,0.1,0.000,0.169,66837,69867,13.9,0.0,13.9,7.617,0.000,64396,1013,60,60.0,60.0,60.0,60.0,60.0,1.144,3158,153.891,176.012,95.016,1450.0,1750.0,69.6,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4103,553,8.0,0,58.8,103.6,41.6,40.6,40.5,40.5,41.7,60.1,29.9,29.9,29.9,29.9,17.02,24.01,7.21,6.17,24.68,24.68,2.05,11.52,15.64,1.38,3.09,1428,19,0.0,0.0,0,35.523,45.9,45.9,54.7,
7.6.2026,23:18:9.304,11439,4874,70.1,91.5,79.8,79.8,79.1,91.5,82.6,80.0,4466,21722,11999,64.4,2.2,1.350,1.350,1.356,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3367.3,2480.4,2384.4,2422.2,2663.6,93.3,70.6,68.1,68.9,75.2,36.2,29.0,29.0,29.0,0.0,92.8,89.4,87.8,87.5,7.2,10.6,12.2,12.5,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.0,50.5,59.8,58.3,57.1,56.4,56.3,1.340,1.088,1.369,15.766,9.115,15.939,15.353,6.010,2.267,2.206,2.235,21.117,9.912,31.029,1197.8,1197.8,24.5,No,No,No,39.0,60.1,29.0,22.0,40.0,1.360,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1590,884,1125,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.1,0.1,0.000,0.071,66837,69867,4.4,0.0,4.4,1.250,0.000,64399,1013,60,60.0,60.0,60.0,60.0,60.0,1.156,3176,110.250,127.477,95.445,1450.0,1750.0,66.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4103,553,8.0,0,60.1,91.3,45.1,44.7,44.7,44.7,46.3,60.1,29.9,29.9,29.9,29.9,16.63,22.19,11.46,10.92,22.39,22.39,2.02,10.86,16.04,0.59,1.95,1428,19,0.0,0.1,0,35.506,45.3,45.9,54.6,
7.6.2026,23:18:11.307,11442,4871,70.1,89.1,81.2,78.1,86.7,89.1,83.8,99.0,4466,21726,11995,64.4,2.2,1.350,1.337,1.344,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3317.4,2553.9,2387.3,2405.5,2666.0,90.1,72.7,68.1,68.4,74.8,36.2,29.0,29.0,29.0,0.0,93.3,91.2,88.9,88.8,6.7,8.8,11.1,11.2,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.0,50.5,59.7,58.7,57.2,56.5,56.4,1.340,1.088,1.387,15.999,9.117,15.857,15.314,5.896,2.294,2.196,2.208,21.431,9.915,31.345,1197.8,1197.8,24.4,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.080,5.064,0.336,1.840,1584,897,1131,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.0,0.1,0.004,0.067,66837,69867,2.0,0.0,2.0,1.055,0.000,64401,1013,60,60.0,60.0,60.0,60.0,60.0,1.144,3183,90.727,103.769,95.977,1450.0,1750.0,65.3,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4103,553,8.0,0,52.7,92.1,20.9,15.6,15.1,15.1,43.1,60.1,23.0,20.2,20.0,20.0,18.98,47.81,10.19,8.70,66.06,66.06,2.31,12.07,18.42,0.57,6.88,1428,19,3.4,5.2,0,35.484,45.7,45.7,54.6,
7.6.2026,23:18:13.311,11440,4873,70.1,89.1,83.7,82.2,82.9,89.1,84.5,100.0,4464,21727,11994,64.4,2.2,1.344,1.337,1.350,1.350,3618.5,2894.8,2894.8,2894.8,99.8,3462.6,2597.8,2431.9,2453.2,2736.4,89.5,74.0,69.4,69.9,75.7,36.2,29.0,29.0,29.0,0.0,95.7,93.2,91.6,91.3,4.3,6.8,8.4,8.7,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.1,50.5,59.7,58.6,57.3,56.7,56.5,1.340,1.088,1.375,16.090,9.116,15.874,15.357,6.089,2.331,2.232,2.246,21.555,9.913,31.469,1197.8,1197.8,24.4,No,No,No,39.0,60.1,29.0,22.0,40.0,1.360,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1575,903,1128,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.0,0.0,0.000,0.005,66837,69867,19.4,0.0,19.4,7.628,0.000,64415,1013,60,60.0,60.0,60.0,60.0,60.0,1.150,3196,29.859,34.338,91.422,1450.0,1750.0,65.6,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4101,554,8.0,0,51.5,113.8,27.5,27.2,27.1,27.1,40.0,60.1,22.8,20.2,20.0,20.0,19.40,36.27,8.42,6.21,36.79,36.79,2.25,13.00,18.60,0.80,7.10,1428,19,0.7,0.2,0,35.463,45.9,45.6,54.6,
7.6.2026,23:18:15.313,11448,4865,70.1,92.2,84.5,82.2,86.8,92.2,86.4,100.0,4464,21724,11997,64.4,2.2,1.344,1.331,1.363,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3401.9,2613.2,2446.2,2494.1,2738.8,89.6,74.5,69.9,71.1,76.3,36.2,29.0,29.0,29.0,0.0,93.8,90.8,88.2,88.8,6.2,9.2,11.8,11.2,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.0,50.5,59.5,58.3,57.0,56.5,56.4,1.340,1.088,1.369,15.823,9.113,15.981,15.417,5.852,2.326,2.226,2.272,21.196,9.911,31.107,1197.8,1197.8,24.6,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.144,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1575,882,1128,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.0,0.0,0.000,0.000,66837,69867,0.8,0.0,0.8,0.811,0.000,64417,1013,61,61.0,61.0,61.0,61.0,61.0,1.144,3190,109.102,124.785,96.047,1450.0,1750.0,66.8,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4101,553,8.0,0,49.8,91.9,28.0,27.4,27.3,27.3,38.1,60.1,20.0,20.0,20.0,20.0,19.99,35.71,10.81,10.11,36.63,36.63,2.42,15.19,19.41,0.58,7.31,1428,19,0.4,1.8,0,35.448,45.4,45.7,54.5,
7.6.2026,23:18:17.298,11455,4858,70.2,96.1,92.2,88.3,92.2,96.1,92.2,19.0,4464,21741,11980,64.4,2.2,1.350,1.319,1.325,1.319,3618.5,2894.8,2894.8,2894.8,99.8,3516.4,2683.7,2608.9,2644.8,2863.5,93.5,76.5,74.7,75.4,80.0,36.2,29.0,29.0,29.0,0.0,97.4,95.5,94.6,94.9,2.6,4.5,5.4,5.1,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.3,50.6,60.1,58.8,57.7,57.1,56.8,1.340,1.088,1.369,16.268,9.113,16.116,15.471,6.216,2.362,2.339,2.366,21.788,9.911,31.699,1197.8,1197.8,24.8,No,No,No,39.0,60.1,29.0,22.0,40.0,1.360,1.272,3.360,3.360,12.144,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1580,884,1123,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.3,0.3,0.002,0.068,66837,69867,8.6,0.0,8.6,5.882,0.000,64428,1013,60,60.0,60.0,60.0,60.0,60.0,1.150,3173,58.570,67.356,88.020,1450.0,1750.0,62.4,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4101,553,8.0,0,59.0,148.1,34.2,28.8,28.4,28.4,43.9,60.1,29.9,29.9,29.9,29.9,16.94,29.24,10.90,10.67,35.26,35.26,2.00,11.99,16.39,0.55,4.66,1435,19,3680.4,18.8,0,35.432,46.3,45.7,54.5,
7.6.2026,23:18:19.304,11467,4846,70.2,90.7,89.1,83.7,85.3,90.7,87.2,99.0,4464,21745,11976,64.4,2.2,1.350,1.350,1.356,1.344,3618.5,3618.5,2894.8,2894.8,99.8,3380.3,2638.0,2473.4,2526.5,2754.6,89.5,75.2,70.7,72.0,76.8,36.2,36.2,29.0,29.0,0.0,93.6,91.3,88.8,88.5,6.4,8.7,11.2,11.5,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.0,50.6,59.6,58.7,57.0,56.5,56.4,1.340,1.087,1.369,15.886,9.111,15.981,15.385,5.859,2.332,2.224,2.256,21.282,9.906,31.188,1196.9,1196.9,24.6,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.038,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1588,906,1125,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.1,0.1,0.000,0.037,66837,69867,10.1,0.0,10.1,3.040,0.000,64434,1013,60,60.0,60.0,60.0,60.0,60.0,1.144,3184,127.477,145.801,95.254,1450.0,1750.0,58.4,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4101,553,8.0,0,60.3,129.1,39.6,36.3,36.0,36.0,42.8,60.0,29.9,29.9,29.9,29.9,16.58,25.17,10.54,8.78,27.79,27.79,2.03,12.14,15.61,0.96,2.42,1438,19,1426.2,7.7,0,35.419,45.5,45.7,54.5,
7.6.2026,23:18:21.301,11469,4844,70.3,89.1,87.5,82.8,85.9,89.1,86.3,100.0,4464,21742,11979,64.4,2.2,1.337,1.350,1.331,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3140.9,2869.7,2542.6,2586.5,2784.9,88.6,82.0,72.7,73.7,79.2,36.2,29.0,29.0,29.0,0.0,95.4,95.7,94.4,94.5,4.6,4.3,5.6,5.5,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.0,50.5,59.4,59.8,57.6,57.3,56.8,1.340,1.088,1.369,16.554,9.113,16.129,15.538,5.691,2.466,2.281,2.302,22.171,9.910,32.081,1197.8,1197.8,24.8,No,No,No,39.0,60.1,29.0,22.0,40.0,1.360,1.272,3.376,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.080,5.088,0.336,1.848,1577,909,1134,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.0,0.0,0.000,0.003,66837,69867,2.0,0.0,2.0,0.405,0.000,64435,1013,59,59.0,59.0,59.0,59.0,59.0,1.137,3167,90.727,103.201,82.770,1450.0,1750.0,62.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4101,553,8.0,0,58.8,96.0,39.3,36.3,36.0,36.0,42.1,60.1,29.9,29.9,29.9,29.9,17.00,25.36,12.39,12.32,27.34,27.34,2.10,12.53,16.44,0.56,3.22,1438,19,0.1,0.4,0,35.408,46.7,45.8,54.5,
7.6.2026,23:18:23.309,11469,4844,70.3,90.7,89.1,86.0,86.0,90.7,88.0,0.0,4464,21741,11980,64.4,2.2,1.344,1.337,1.350,1.356,3618.5,2894.8,2894.8,2894.8,99.8,3302.6,2773.9,2648.4,2524.2,2812.3,84.5,79.1,75.6,72.0,77.8,36.2,29.0,29.0,29.0,0.0,92.8,90.7,88.2,88.3,7.2,9.3,11.8,11.7,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,57.9,50.5,59.2,58.6,57.1,56.4,56.4,1.340,1.088,1.363,15.894,9.108,16.344,15.540,5.554,2.400,2.324,2.240,21.290,9.905,31.194,1197.8,1197.8,25.1,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.376,12.091,1.096,1.208,3.440,3.264,0.936,1.080,5.064,0.336,1.840,1584,900,1141,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.2,0.2,0.000,0.039,66837,69867,0.0,0.0,0.0,0.000,0.000,64435,1013,60,60.0,60.0,60.0,60.0,60.0,1.150,3159,17.227,19.811,84.855,1450.0,1750.0,57.3,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4101,553,8.0,0,60.0,85.4,46.2,45.9,45.9,45.9,55.7,60.1,29.9,29.9,29.9,29.9,16.67,21.66,12.28,11.84,21.81,21.81,2.04,10.58,16.49,0.19,1.72,1438,19,0.0,0.0,0,35.407,45.5,46.0,54.5,
7.6.2026,23:18:25.307,11468,4845,70.3,89.8,85.9,82.0,78.9,89.8,84.2,100.0,4464,21742,11979,64.4,2.2,1.337,1.337,1.350,1.356,3618.5,2894.8,2894.8,2894.8,99.8,3407.7,2502.8,2417.9,2409.0,2684.4,88.3,71.2,68.8,68.7,74.2,36.2,29.0,29.0,29.0,0.0,94.0,91.3,90.0,90.0,6.0,8.7,10.0,10.0,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,57.9,50.5,59.5,58.4,57.2,56.6,56.4,1.340,1.088,1.375,15.959,9.104,15.781,15.231,5.934,2.197,2.160,2.153,21.379,9.901,31.280,1197.8,1197.8,24.3,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.038,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1586,884,1126,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.1,0.1,0.000,0.085,66837,69867,0.0,0.0,0.0,0.000,0.000,64435,1013,59,59.0,59.0,59.0,59.0,59.0,1.144,3176,71.203,81.439,86.895,1450.0,1750.0,56.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4101,553,8.0,0,59.1,85.6,39.9,37.6,37.3,37.3,49.2,60.1,29.9,29.9,29.9,29.9,16.93,25.14,12.66,12.48,26.88,26.88,2.00,11.06,16.59,0.34,2.52,1438,19,0.1,0.2,0,35.385,45.6,45.7,54.4,
7.6.2026,23:18:27.311,11438,4875,70.1,93.0,88.4,83.7,88.4,93.0,88.4,1.0,4464,21695,12026,64.3,2.2,1.344,1.337,1.325,1.344,3618.5,2894.8,2894.8,2894.8,99.8,3394.2,2806.1,2632.2,2642.3,2868.7,93.8,80.0,75.1,75.2,81.0,36.2,29.0,29.0,29.0,0.0,97.5,96.8,95.6,95.3,2.5,3.2,4.4,4.7,0.0,0.0,0.0,0.0,1197.8,12.00,16,16,16,39,55,313,2,60.1,58.1,50.5,60.0,59.3,57.7,57.1,56.8,1.340,1.088,1.369,16.423,9.106,16.175,15.532,5.796,2.365,2.262,2.267,21.995,9.903,31.898,1197.8,1197.8,24.9,No,No,No,39.0,60.1,29.0,22.0,40.0,1.344,1.272,3.360,3.360,12.091,1.096,1.208,3.440,3.264,0.936,1.072,5.064,0.336,1.840,1575,910,1141,No,35,87.0,No,No,18365,12909,23601,34,34,No,No,5343,9507,0.0,0.0,0.0,0.002,0.010,66837,69867,0.0,0.0,0.0,0.000,0.000,64435,1013,59,59.0,59.0,59.0,59.0,59.0,1.150,3176,17.227,19.811,85.027,1450.0,1750.0,57.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4101,553,8.0,0,57.9,75.8,35.5,34.4,34.3,34.3,56.7,60.1,29.9,29.9,29.9,29.9,17.27,28.02,13.25,12.80,28.75,28.75,2.25,12.19,17.12,0.15,2.09,1438,19,0.0,0.0,0,35.376,46.5,45.8,54.4,
